loop;node1;node2;node3;node4;node5;node6;node7;node8;node9;average
26;0,9685494223363287;0,9701678060907396;0,9649904519414386;0,964375;0,9659090909090909;0,9663865546218487;0,9654947916666666;0,9664948453608248;0,9666254635352287;0,9665548251624632
27;0,9691167387276096;0,9707287933094385;0,9656862745098039;0,9645219482862297;0,9659781287970839;0,9676415681393902;0,9661442006269593;0,96712158808933;0,9673202614379085;0,9671399446581948
28;0,9696789536266349;0,9712478435882691;0,9658018867924528;0,9651972157772621;0,9671554252199414;0,9677033492822966;0,9667472793228536;0,9677226539151226;0,9679633867276888;0,9676908882502802
29;0,9696622781911849;0,9712070874861573;0,9669703872437357;0,9658454647256439;0,9677053824362606;0,9676860934795153;0,9667444574095683;0,9677233429394813;0,9685603971318257;0,968011654560375
30;0,9706696181516326;0,9721329046087889;0,967032967032967;0,9664502164502164;0,967741935483871;0,9687325516471245;0,9678329571106095;0,9682451253481894;0,9686003193187865;0,9686042883502428
31;0,9706196581196581;0,9720496894409938;0,9681020733652312;0,9670157068062827;0,9682539682539683;0,9692390717754992;0,9683233205898416;0,9687331536388141;0,9691040164778579;0,9690489620520163
32;0,9710294878427315;0,9729187562688064;0,9681233933161953;0,9670552458185504;0,9682702149437052;0,9692227438706312;0,9682707562136436;0,9691906005221932;0,9696063776781265;0,9692986196082869
33;0,9714142427281846;0,972828723920427;0,9686254980079682;0,9680432645034415;0,9692001987083955;0,9696509863429439;0,9687179487179487;0,9691607684529828;0,9700772200772201;0,9697465390510569
34;0,9717761557177615;0,9731764705882353;0,9686293436293436;0,9680495946590367;0,9692011549566891;0,9700686947988224;0,96913887506222;0,9695780176643768;0,9705194197473093;0,9700153029804217
35;0,972117202268431;0,9739488117001828;0,9690866510538642;0,968503937007874;0,9696403549743111;0,9704902427415516;0,9690671822136298;0,9699714013346044;0,970494779845665;0,9703689514600128
36;0,9724517906336089;0,974267968056788;0,9695038689121529;0,9689329131022062;0,9700680272108844;0,9704387990762124;0,9699106723084157;0,9703429101019463;0,9708866343184825;0,9707559537467441
37;0,9727678571428572;0,97414907367514;0,9699248120300752;0,9693385895751204;0,9700308505949757;0,9712359550561798;0,970292504570384;0,9711451758340848;0,9712692967409948;0,9711282350244237
38;0,97265625;0,9748322147651006;0,9699054170249355;0,969309462915601;0,970373550880206;0,9711664482306684;0,9702222222222222;0,9710653222270934;0,9716312056737588;0,971240232659954
39;0,9733502538071066;0,9747042023663811;0,9702804520719966;0,9696843853820598;0,9711055276381909;0,9715136054421769;0,9705627705627705;0,9714041826717883;0,9715678310316815;0,9715748012193502
40;0,9732400164676822;0,9753381066030231;0,971032231742146;0,9704333738355609;0,9710440456769984;0,9718426501035197;0,970886075949367;0,9717138103161398;0,9722772277227723;0,9719786153796899
41;0,9738955823293173;0,9752034095311894;0,9709972189114024;0,9707625444488345;0,9713717693836978;0,9721549636803875;0,9712052653229124;0,9720194647201946;0,9725868725868726;0,9722441212127565
42;0,9741682974559687;0,9757942511346445;0,9713400464756003;0,9707016191210486;0,9716504854368933;0,9724626278520849;0,9715202567188127;0,9723101265822784;0,9725150602409639;0,9724958634464773
43;0,9744274809160305;0,9760147601476015;0,971655328798186;0,9710090361445783;0,9719165085388994;0,9723820483314154;0,9714509190457568;0,9722222222222222;0,9731617647058823;0,972693340983397
44;0,9743016759776536;0,975864553314121;0,9719557195571956;0,9713024282560706;0,9721913236929922;0,9730134932533733;0,9717233473442873;0,972473604826546;0,9730893433799784;0,9728794988446909
45;0,9748816891153986;0,9764001408946812;0,9718918918918918;0,9715827338129497;0,9724338048603555;0,9732796486090776;0,9719835636906985;0,972723921857722;0,9733426867765697;0,9731688979454827
46;0,9747420846673781;0,9765840220385675;0,9721830985915493;0,971850809289233;0,9726950354609929;0,9735336194563662;0,9718875502008032;0,9729632299927902;0,9735939643347051;0,9733370460035984
47;0,9749390880612601;0,9767598518019536;0,9724517906336089;0,9721074380165289;0,9729448491155047;0,9730957372466806;0,9724901750625223;0,9731922398589066;0,9738342837973835;0,9735350503993723
48;0,9754601226993865;0,9769205407187603;0,9730458221024259;0,9723533378287256;0,9728537495758398;0,9736391646696337;0,9727463312368972;0,9734391169368748;0,9743842364532019;0,9738713802468608
49;0,9756585528509503;0,9773974814336455;0,972972972972973;0,9725891677675033;0,9730897009966777;0,9738605898123325;0,9726589200273411;0,9736486486486486;0,9739800835207195;0,9739840131145324
50;0,9758485639686684;0,97724399494311;0,9732171668280091;0,9725008087997412;0,9736328125;0,9740813648293963;0,9728824907934382;0,9738583719391132;0,9744962216624685;0,9741957551404382
