State Observation from node 8 at different cw 
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.88337e+10ns	+0ns	CCA_BUSY	178	1177
+5.88337e+10ns	+728000ns	RX	178	1177
+5.88344e+10ns	+3.455e+06ns	IDLE	178	1177
+5.88379e+10ns	+36000ns	CCA_BUSY	178	1177
+5.88379e+10ns	+0ns	CCA_BUSY	178	1177
+5.88379e+10ns	+728000ns	RX	178	1177
+5.88386e+10ns	+1.13659e+07ns	IDLE	178	1177
+5.885e+10ns	+250000ns	SWITCHING	178	1177
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.88502e+10ns	+4.975e+07ns	IDLE	172	1178
+5.89e+10ns	+250000ns	SWITCHING	172	1178
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.89002e+10ns	+3.81202e+06ns	IDLE	178	1179
+5.89041e+10ns	+36000ns	CCA_BUSY	178	1179
+5.89041e+10ns	+0ns	CCA_BUSY	178	1179
+5.89041e+10ns	+728000ns	RX	178	1179
+5.89048e+10ns	+17ns	CCA_BUSY	178	1179
+5.89048e+10ns	+2.892e+06ns	IDLE	178	1179
+5.89077e+10ns	+768000ns	TX	178	1179
+5.89085e+10ns	+2.3033e+07ns	IDLE	178	1179
+5.89315e+10ns	+36000ns	CCA_BUSY	178	1179
+5.89316e+10ns	+0ns	CCA_BUSY	178	1179
+5.89316e+10ns	+728000ns	RX	178	1179
+5.89323e+10ns	+3.97513e+06ns	IDLE	178	1179
+5.89363e+10ns	+36000ns	CCA_BUSY	178	1179
+5.89363e+10ns	+0ns	CCA_BUSY	178	1179
+5.89363e+10ns	+728000ns	RX	178	1179
+5.8937e+10ns	+1.29778e+07ns	IDLE	178	1179
+5.895e+10ns	+250000ns	SWITCHING	178	1179
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.89502e+10ns	+4.975e+07ns	IDLE	172	1180
+5.9e+10ns	+250000ns	SWITCHING	172	1180
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.90002e+10ns	+3.81202e+06ns	IDLE	178	1181
+5.90041e+10ns	+36000ns	CCA_BUSY	178	1181
+5.90041e+10ns	+0ns	CCA_BUSY	178	1181
+5.90041e+10ns	+728000ns	RX	178	1181
+5.90048e+10ns	+1.85603e+06ns	IDLE	178	1181
+5.90067e+10ns	+36000ns	CCA_BUSY	178	1181
+5.90067e+10ns	+0ns	CCA_BUSY	178	1181
+5.90067e+10ns	+728000ns	RX	178	1181
+5.90074e+10ns	+1.37511e+07ns	IDLE	178	1181
+5.90212e+10ns	+36000ns	CCA_BUSY	178	1181
+5.90212e+10ns	+0ns	CCA_BUSY	178	1181
+5.90212e+10ns	+728000ns	RX	178	1181
+5.9022e+10ns	+1.5515e+07ns	IDLE	178	1181
+5.90375e+10ns	+768000ns	TX	178	1181
+5.90382e+10ns	+1.18013e+06ns	IDLE	178	1181
+5.90394e+10ns	+36000ns	CCA_BUSY	178	1181
+5.90395e+10ns	+0ns	CCA_BUSY	178	1181
+5.90395e+10ns	+728000ns	RX	178	1181
+5.90402e+10ns	+9.81172e+06ns	IDLE	178	1181
+5.905e+10ns	+250000ns	SWITCHING	178	1181
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.90502e+10ns	+4.975e+07ns	IDLE	172	1182
+5.91e+10ns	+250000ns	SWITCHING	172	1182
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.91002e+10ns	+3.81202e+06ns	IDLE	178	1183
+5.91041e+10ns	+36000ns	CCA_BUSY	178	1183
+5.91041e+10ns	+0ns	CCA_BUSY	178	1183
+5.91041e+10ns	+728000ns	RX	178	1183
+5.91048e+10ns	+1.84311e+07ns	IDLE	178	1183
+5.91233e+10ns	+36000ns	CCA_BUSY	178	1183
+5.91233e+10ns	+0ns	CCA_BUSY	178	1183
+5.91233e+10ns	+728000ns	RX	178	1183
+5.9124e+10ns	+1.427e+06ns	IDLE	178	1183
+5.91254e+10ns	+36000ns	CCA_BUSY	178	1183
+5.91255e+10ns	+0ns	CCA_BUSY	178	1183
+5.91255e+10ns	+728000ns	RX	178	1183
+5.91262e+10ns	+231033ns	IDLE	178	1183
+5.91264e+10ns	+36000ns	CCA_BUSY	178	1183
+5.91265e+10ns	+0ns	CCA_BUSY	178	1183
+5.91265e+10ns	+728000ns	RX	178	1183
+5.91272e+10ns	+2.27929e+07ns	IDLE	178	1183
+5.915e+10ns	+250000ns	SWITCHING	178	1183
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.91502e+10ns	+4.975e+07ns	IDLE	172	1184
+5.92e+10ns	+250000ns	SWITCHING	172	1184
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.92002e+10ns	+3.808e+06ns	IDLE	178	1185
+5.92041e+10ns	+768000ns	TX	178	1185
+5.92048e+10ns	+16ns	CCA_BUSY	178	1185
+5.92048e+10ns	+8.00508e+06ns	IDLE	178	1185
+5.92128e+10ns	+36000ns	CCA_BUSY	178	1185
+5.92129e+10ns	+0ns	CCA_BUSY	178	1185
+5.92129e+10ns	+728000ns	RX	178	1185
+5.92136e+10ns	+3.12361e+07ns	IDLE	178	1185
+5.92448e+10ns	+36000ns	CCA_BUSY	178	1185
+5.92449e+10ns	+0ns	CCA_BUSY	178	1185
+5.92449e+10ns	+728000ns	RX	178	1185
+5.92456e+10ns	+4.40483e+06ns	IDLE	178	1185
+5.925e+10ns	+250000ns	SWITCHING	178	1185
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.92502e+10ns	+4.975e+07ns	IDLE	172	1186
+5.93e+10ns	+250000ns	SWITCHING	172	1186
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.93002e+10ns	+3.808e+06ns	IDLE	178	1187
+5.93041e+10ns	+768000ns	TX	178	1187
+5.93048e+10ns	+33ns	CCA_BUSY	178	1187
+5.93048e+10ns	+1.39721e+07ns	IDLE	178	1187
+5.93188e+10ns	+36000ns	CCA_BUSY	178	1187
+5.93188e+10ns	+0ns	CCA_BUSY	178	1187
+5.93188e+10ns	+728000ns	RX	178	1187
+5.93196e+10ns	+2.81941e+07ns	IDLE	178	1187
+5.93478e+10ns	+36000ns	CCA_BUSY	178	1187
+5.93478e+10ns	+0ns	CCA_BUSY	178	1187
+5.93478e+10ns	+728000ns	RX	178	1187
+5.93485e+10ns	+1.47983e+06ns	IDLE	178	1187
+5.935e+10ns	+250000ns	SWITCHING	178	1187
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.93502e+10ns	+4.975e+07ns	IDLE	172	1188
+5.94e+10ns	+250000ns	SWITCHING	172	1188
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.94002e+10ns	+3.808e+06ns	IDLE	178	1189
+5.94041e+10ns	+768000ns	TX	178	1189
+5.94048e+10ns	+33ns	CCA_BUSY	178	1189
+5.94048e+10ns	+1.4921e+06ns	IDLE	178	1189
+5.94063e+10ns	+36000ns	CCA_BUSY	178	1189
+5.94064e+10ns	+0ns	CCA_BUSY	178	1189
+5.94064e+10ns	+728000ns	RX	178	1189
+5.94071e+10ns	+1.2737e+07ns	IDLE	178	1189
+5.94198e+10ns	+36000ns	CCA_BUSY	178	1189
+5.94199e+10ns	+0ns	CCA_BUSY	178	1189
+5.94199e+10ns	+728000ns	RX	178	1189
+5.94206e+10ns	+2.94168e+07ns	IDLE	178	1189
+5.945e+10ns	+250000ns	SWITCHING	178	1189
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.94502e+10ns	+4.975e+07ns	IDLE	172	1190
+5.95e+10ns	+250000ns	SWITCHING	172	1190
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.95002e+10ns	+3.81203e+06ns	IDLE	178	1191
+5.95041e+10ns	+36000ns	CCA_BUSY	178	1191
+5.95041e+10ns	+0ns	CCA_BUSY	178	1191
+5.95041e+10ns	+728000ns	RX	178	1191
+5.95048e+10ns	+75016ns	IDLE	178	1191
+5.95049e+10ns	+36000ns	CCA_BUSY	178	1191
+5.95049e+10ns	+0ns	CCA_BUSY	178	1191
+5.95049e+10ns	+728000ns	RX	178	1191
+5.95057e+10ns	+1.51032e+07ns	IDLE	178	1191
+5.95208e+10ns	+36000ns	CCA_BUSY	178	1191
+5.95208e+10ns	+0ns	CCA_BUSY	178	1191
+5.95208e+10ns	+728000ns	RX	178	1191
+5.95215e+10ns	+2.298e+06ns	IDLE	178	1191
+5.95238e+10ns	+36000ns	CCA_BUSY	178	1191
+5.95239e+10ns	+0ns	CCA_BUSY	178	1191
+5.95239e+10ns	+728000ns	RX	178	1191
+5.95246e+10ns	+1.4917e+07ns	IDLE	178	1191
+5.95395e+10ns	+768000ns	TX	178	1191
+5.95403e+10ns	+9.72078e+06ns	IDLE	178	1191
+5.955e+10ns	+250000ns	SWITCHING	178	1191
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.95502e+10ns	+4.975e+07ns	IDLE	172	1192
+5.96e+10ns	+250000ns	SWITCHING	172	1192
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.96002e+10ns	+3.81202e+06ns	IDLE	178	1193
+5.96041e+10ns	+36000ns	CCA_BUSY	178	1193
+5.96041e+10ns	+0ns	CCA_BUSY	178	1193
+5.96041e+10ns	+728000ns	RX	178	1193
+5.96048e+10ns	+2.27471e+07ns	IDLE	178	1193
+5.96276e+10ns	+36000ns	CCA_BUSY	178	1193
+5.96276e+10ns	+0ns	CCA_BUSY	178	1193
+5.96276e+10ns	+728000ns	RX	178	1193
+5.96283e+10ns	+8.915e+06ns	IDLE	178	1193
+5.96373e+10ns	+36000ns	CCA_BUSY	178	1193
+5.96373e+10ns	+0ns	CCA_BUSY	178	1193
+5.96373e+10ns	+728000ns	RX	178	1193
+5.9638e+10ns	+8.0961e+06ns	IDLE	178	1193
+5.96461e+10ns	+36000ns	CCA_BUSY	178	1193
+5.96461e+10ns	+0ns	CCA_BUSY	178	1193
+5.96461e+10ns	+728000ns	RX	178	1193
+5.96469e+10ns	+3.12382e+06ns	IDLE	178	1193
+5.965e+10ns	+250000ns	SWITCHING	178	1193
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.96502e+10ns	+4.975e+07ns	IDLE	172	1194
+5.97e+10ns	+250000ns	SWITCHING	172	1194
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.97002e+10ns	+3.808e+06ns	IDLE	178	1195
+5.97041e+10ns	+768000ns	TX	178	1195
+5.97048e+10ns	+16ns	CCA_BUSY	178	1195
+5.97048e+10ns	+3.5269e+07ns	IDLE	178	1195
+5.97401e+10ns	+36000ns	CCA_BUSY	178	1195
+5.97401e+10ns	+0ns	CCA_BUSY	178	1195
+5.97401e+10ns	+728000ns	RX	178	1195
+5.97409e+10ns	+1.68703e+06ns	IDLE	178	1195
+5.97425e+10ns	+36000ns	CCA_BUSY	178	1195
+5.97426e+10ns	+0ns	CCA_BUSY	178	1195
+5.97426e+10ns	+728000ns	RX	178	1195
+5.97433e+10ns	+6.68994e+06ns	IDLE	178	1195
+5.975e+10ns	+250000ns	SWITCHING	178	1195
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.97502e+10ns	+4.975e+07ns	IDLE	172	1196
+5.98e+10ns	+250000ns	SWITCHING	172	1196
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.98002e+10ns	+3.808e+06ns	IDLE	178	1197
+5.98041e+10ns	+768000ns	TX	178	1197
+5.98048e+10ns	+3.3251e+07ns	IDLE	178	1197
+5.98381e+10ns	+36000ns	CCA_BUSY	178	1197
+5.98381e+10ns	+0ns	CCA_BUSY	178	1197
+5.98381e+10ns	+728000ns	RX	178	1197
+5.98388e+10ns	+1.1159e+07ns	IDLE	178	1197
+5.985e+10ns	+250000ns	SWITCHING	178	1197
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.98502e+10ns	+4.975e+07ns	IDLE	172	1198
+5.99e+10ns	+250000ns	SWITCHING	172	1198
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.99002e+10ns	+3.808e+06ns	IDLE	178	1199
+5.99041e+10ns	+768000ns	TX	178	1199
+5.99048e+10ns	+33ns	CCA_BUSY	178	1199
+5.99048e+10ns	+62066ns	IDLE	178	1199
+5.99049e+10ns	+36000ns	CCA_BUSY	178	1199
+5.99049e+10ns	+0ns	CCA_BUSY	178	1199
+5.99049e+10ns	+728000ns	RX	178	1199
+5.99057e+10ns	+6.65303e+06ns	IDLE	178	1199
+5.99123e+10ns	+36000ns	CCA_BUSY	178	1199
+5.99123e+10ns	+0ns	CCA_BUSY	178	1199
+5.99123e+10ns	+728000ns	RX	178	1199
+5.99131e+10ns	+2.0615e+07ns	IDLE	178	1199
+5.99337e+10ns	+36000ns	CCA_BUSY	178	1199
+5.99337e+10ns	+0ns	CCA_BUSY	178	1199
+5.99337e+10ns	+728000ns	RX	178	1199
+5.99344e+10ns	+4.07903e+06ns	IDLE	178	1199
+5.99385e+10ns	+36000ns	CCA_BUSY	178	1199
+5.99386e+10ns	+0ns	CCA_BUSY	178	1199
+5.99386e+10ns	+728000ns	RX	178	1199
+5.99393e+10ns	+1.07088e+07ns	IDLE	178	1199
+5.995e+10ns	+250000ns	SWITCHING	178	1199
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.99502e+10ns	+4.975e+07ns	IDLE	172	1200
+6e+10ns	+250000ns	SWITCHING	172	1200
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.00002e+10ns	+3.81203e+06ns	IDLE	178	1201
+6.00041e+10ns	+36000ns	CCA_BUSY	178	1201
+6.00041e+10ns	+0ns	CCA_BUSY	178	1201
+6.00041e+10ns	+728000ns	RX	178	1201
+6.00048e+10ns	+58000ns	IDLE	178	1201
+6.00049e+10ns	+768000ns	TX	178	1201
+6.00057e+10ns	+1.62732e+07ns	IDLE	178	1201
+6.00219e+10ns	+36000ns	CCA_BUSY	178	1201
+6.0022e+10ns	+0ns	CCA_BUSY	178	1201
+6.0022e+10ns	+728000ns	RX	178	1201
+6.00227e+10ns	+1.336e+06ns	IDLE	178	1201
+6.0024e+10ns	+36000ns	CCA_BUSY	178	1201
+6.00241e+10ns	+0ns	CCA_BUSY	178	1201
+6.00241e+10ns	+728000ns	RX	178	1201
+6.00248e+10ns	+9.31813e+06ns	IDLE	178	1201
+6.00341e+10ns	+36000ns	CCA_BUSY	178	1201
+6.00341e+10ns	+0ns	CCA_BUSY	178	1201
+6.00341e+10ns	+728000ns	RX	178	1201
+6.00349e+10ns	+1.4284e+07ns	IDLE	178	1201
+6.00492e+10ns	+36000ns	CCA_BUSY	178	1201
+6.00492e+10ns	+0ns	CCA_BUSY	178	1201
+6.00492e+10ns	+728000ns	RX	178	1201
+6.00499e+10ns	+80635ns	IDLE	178	1201
+6.005e+10ns	+250000ns	SWITCHING	178	1201
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.00502e+10ns	+4.975e+07ns	IDLE	172	1202
+6.01e+10ns	+250000ns	SWITCHING	172	1202
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.01002e+10ns	+3.81202e+06ns	IDLE	178	1203
+6.01041e+10ns	+36000ns	CCA_BUSY	178	1203
+6.01041e+10ns	+0ns	CCA_BUSY	178	1203
+6.01041e+10ns	+728000ns	RX	178	1203
+6.01048e+10ns	+149000ns	IDLE	178	1203
+6.0105e+10ns	+768000ns	TX	178	1203
+6.01057e+10ns	+1.29713e+06ns	IDLE	178	1203
+6.0107e+10ns	+36000ns	CCA_BUSY	178	1203
+6.01071e+10ns	+0ns	CCA_BUSY	178	1203
+6.01071e+10ns	+728000ns	RX	178	1203
+6.01078e+10ns	+478000ns	IDLE	178	1203
+6.01083e+10ns	+36000ns	CCA_BUSY	178	1203
+6.01083e+10ns	+0ns	CCA_BUSY	178	1203
+6.01083e+10ns	+728000ns	RX	178	1203
+6.0109e+10ns	+2.61791e+07ns	IDLE	178	1203
+6.01352e+10ns	+36000ns	CCA_BUSY	178	1203
+6.01353e+10ns	+0ns	CCA_BUSY	178	1203
+6.01353e+10ns	+728000ns	RX	178	1203
+6.0136e+10ns	+4.17003e+06ns	IDLE	178	1203
+6.01402e+10ns	+36000ns	CCA_BUSY	178	1203
+6.01402e+10ns	+0ns	CCA_BUSY	178	1203
+6.01402e+10ns	+728000ns	RX	178	1203
+6.01409e+10ns	+9.07672e+06ns	IDLE	178	1203
+6.015e+10ns	+250000ns	SWITCHING	178	1203
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.01502e+10ns	+4.975e+07ns	IDLE	172	1204
+6.02e+10ns	+250000ns	SWITCHING	172	1204
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.02002e+10ns	+3.81202e+06ns	IDLE	178	1205
+6.02041e+10ns	+764000ns	CCA_BUSY	178	1205
+6.02048e+10ns	+1.8895e+07ns	IDLE	178	1205
+6.02237e+10ns	+768000ns	TX	178	1205
+6.02245e+10ns	+1.36861e+07ns	IDLE	178	1205
+6.02382e+10ns	+36000ns	CCA_BUSY	178	1205
+6.02382e+10ns	+0ns	CCA_BUSY	178	1205
+6.02382e+10ns	+728000ns	RX	178	1205
+6.02389e+10ns	+8.04407e+06ns	IDLE	178	1205
+6.0247e+10ns	+36000ns	CCA_BUSY	178	1205
+6.0247e+10ns	+0ns	CCA_BUSY	178	1205
+6.0247e+10ns	+728000ns	RX	178	1205
+6.02477e+10ns	+2.25285e+06ns	IDLE	178	1205
+6.025e+10ns	+250000ns	SWITCHING	178	1205
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.02502e+10ns	+4.975e+07ns	IDLE	172	1206
+6.03e+10ns	+250000ns	SWITCHING	172	1206
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.03002e+10ns	+3.81202e+06ns	IDLE	178	1207
+6.03041e+10ns	+764000ns	CCA_BUSY	178	1207
+6.03048e+10ns	+1.8986e+07ns	IDLE	178	1207
+6.03238e+10ns	+768000ns	TX	178	1207
+6.03246e+10ns	+2.542e+07ns	IDLE	178	1207
+6.035e+10ns	+250000ns	SWITCHING	178	1207
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.03502e+10ns	+4.975e+07ns	IDLE	172	1208
+6.04e+10ns	+250000ns	SWITCHING	172	1208
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.04002e+10ns	+3.81203e+06ns	IDLE	178	1209
+6.04041e+10ns	+36000ns	CCA_BUSY	178	1209
+6.04041e+10ns	+0ns	CCA_BUSY	178	1209
+6.04041e+10ns	+728000ns	RX	178	1209
+6.04048e+10ns	+5.63198e+06ns	IDLE	178	1209
+6.04105e+10ns	+36000ns	CCA_BUSY	178	1209
+6.04105e+10ns	+0ns	CCA_BUSY	178	1209
+6.04105e+10ns	+728000ns	RX	178	1209
+6.04112e+10ns	+6.3281e+06ns	IDLE	178	1209
+6.04176e+10ns	+36000ns	CCA_BUSY	178	1209
+6.04176e+10ns	+0ns	CCA_BUSY	178	1209
+6.04176e+10ns	+728000ns	RX	178	1209
+6.04183e+10ns	+8.274e+06ns	IDLE	178	1209
+6.04266e+10ns	+768000ns	TX	178	1209
+6.04274e+10ns	+1.002e+07ns	IDLE	178	1209
+6.04374e+10ns	+36000ns	CCA_BUSY	178	1209
+6.04374e+10ns	+0ns	CCA_BUSY	178	1209
+6.04374e+10ns	+728000ns	RX	178	1209
+6.04381e+10ns	+1.18599e+07ns	IDLE	178	1209
+6.045e+10ns	+250000ns	SWITCHING	178	1209
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.04502e+10ns	+4.975e+07ns	IDLE	172	1210
+6.05e+10ns	+250000ns	SWITCHING	172	1210
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.05002e+10ns	+3.81203e+06ns	IDLE	178	1211
+6.05041e+10ns	+36000ns	CCA_BUSY	178	1211
+6.05041e+10ns	+0ns	CCA_BUSY	178	1211
+6.05041e+10ns	+728000ns	RX	178	1211
+6.05048e+10ns	+6.4971e+06ns	IDLE	178	1211
+6.05113e+10ns	+36000ns	CCA_BUSY	178	1211
+6.05114e+10ns	+0ns	CCA_BUSY	178	1211
+6.05114e+10ns	+728000ns	RX	178	1211
+6.05121e+10ns	+7.173e+06ns	IDLE	178	1211
+6.05193e+10ns	+36000ns	CCA_BUSY	178	1211
+6.05193e+10ns	+0ns	CCA_BUSY	178	1211
+6.05193e+10ns	+728000ns	RX	178	1211
+6.052e+10ns	+2.2084e+07ns	IDLE	178	1211
+6.05421e+10ns	+36000ns	CCA_BUSY	178	1211
+6.05421e+10ns	+0ns	CCA_BUSY	178	1211
+6.05421e+10ns	+728000ns	RX	178	1211
+6.05429e+10ns	+7.12784e+06ns	IDLE	178	1211
+6.055e+10ns	+250000ns	SWITCHING	178	1211
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.05502e+10ns	+4.975e+07ns	IDLE	172	1212
+6.06e+10ns	+250000ns	SWITCHING	172	1212
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.06002e+10ns	+3.808e+06ns	IDLE	178	1213
+6.06041e+10ns	+768000ns	TX	178	1213
+6.06048e+10ns	+16ns	CCA_BUSY	178	1213
+6.06048e+10ns	+1.31141e+07ns	IDLE	178	1213
+6.06179e+10ns	+36000ns	CCA_BUSY	178	1213
+6.0618e+10ns	+0ns	CCA_BUSY	178	1213
+6.0618e+10ns	+728000ns	RX	178	1213
+6.06187e+10ns	+2.116e+06ns	IDLE	178	1213
+6.06208e+10ns	+36000ns	CCA_BUSY	178	1213
+6.06209e+10ns	+0ns	CCA_BUSY	178	1213
+6.06209e+10ns	+728000ns	RX	178	1213
+6.06216e+10ns	+88000ns	IDLE	178	1213
+6.06217e+10ns	+36000ns	CCA_BUSY	178	1213
+6.06217e+10ns	+0ns	CCA_BUSY	178	1213
+6.06217e+10ns	+728000ns	RX	178	1213
+6.06224e+10ns	+2.4892e+07ns	IDLE	178	1213
+6.06473e+10ns	+36000ns	CCA_BUSY	178	1213
+6.06474e+10ns	+0ns	CCA_BUSY	178	1213
+6.06474e+10ns	+728000ns	RX	178	1213
+6.06481e+10ns	+1.90784e+06ns	IDLE	178	1213
+6.065e+10ns	+250000ns	SWITCHING	178	1213
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.06502e+10ns	+4.975e+07ns	IDLE	172	1214
+6.07e+10ns	+250000ns	SWITCHING	172	1214
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.07002e+10ns	+3.81202e+06ns	IDLE	178	1215
+6.07041e+10ns	+36000ns	CCA_BUSY	178	1215
+6.07041e+10ns	+0ns	CCA_BUSY	178	1215
+6.07041e+10ns	+728000ns	RX	178	1215
+6.07048e+10ns	+3.282e+06ns	IDLE	178	1215
+6.07081e+10ns	+768000ns	TX	178	1215
+6.07089e+10ns	+101132ns	IDLE	178	1215
+6.0709e+10ns	+36000ns	CCA_BUSY	178	1215
+6.0709e+10ns	+0ns	CCA_BUSY	178	1215
+6.0709e+10ns	+728000ns	RX	178	1215
+6.07097e+10ns	+2.25131e+07ns	IDLE	178	1215
+6.07323e+10ns	+36000ns	CCA_BUSY	178	1215
+6.07323e+10ns	+0ns	CCA_BUSY	178	1215
+6.07323e+10ns	+728000ns	RX	178	1215
+6.0733e+10ns	+1.69818e+07ns	IDLE	178	1215
+6.075e+10ns	+250000ns	SWITCHING	178	1215
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.07502e+10ns	+4.975e+07ns	IDLE	172	1216
+6.08e+10ns	+250000ns	SWITCHING	172	1216
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.08002e+10ns	+3.81202e+06ns	IDLE	178	1217
+6.08041e+10ns	+764017ns	CCA_BUSY	178	1217
+6.08048e+10ns	+1.74561e+07ns	IDLE	178	1217
+6.08223e+10ns	+36000ns	CCA_BUSY	178	1217
+6.08223e+10ns	+0ns	CCA_BUSY	178	1217
+6.08223e+10ns	+728000ns	RX	178	1217
+6.0823e+10ns	+1.3006e+07ns	IDLE	178	1217
+6.08361e+10ns	+768000ns	TX	178	1217
+6.08368e+10ns	+1.31799e+07ns	IDLE	178	1217
+6.085e+10ns	+250000ns	SWITCHING	178	1217
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.08502e+10ns	+4.975e+07ns	IDLE	172	1218
+6.09e+10ns	+250000ns	SWITCHING	172	1218
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.09002e+10ns	+3.81202e+06ns	IDLE	178	1219
+6.09041e+10ns	+764017ns	CCA_BUSY	178	1219
+6.09048e+10ns	+2.78431e+07ns	IDLE	178	1219
+6.09327e+10ns	+36000ns	CCA_BUSY	178	1219
+6.09327e+10ns	+0ns	CCA_BUSY	178	1219
+6.09327e+10ns	+728000ns	RX	178	1219
+6.09334e+10ns	+1.65669e+07ns	IDLE	178	1219
+6.095e+10ns	+250000ns	SWITCHING	178	1219
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.09502e+10ns	+4.975e+07ns	IDLE	172	1220
+6.1e+10ns	+250000ns	SWITCHING	172	1220
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.10002e+10ns	+3.808e+06ns	IDLE	178	1221
+6.10041e+10ns	+768000ns	TX	178	1221
+6.10048e+10ns	+16ns	CCA_BUSY	178	1221
+6.10048e+10ns	+88050ns	IDLE	178	1221
+6.10049e+10ns	+36000ns	CCA_BUSY	178	1221
+6.1005e+10ns	+0ns	CCA_BUSY	178	1221
+6.1005e+10ns	+728000ns	RX	178	1221
+6.10057e+10ns	+3.37703e+06ns	IDLE	178	1221
+6.10091e+10ns	+36000ns	CCA_BUSY	178	1221
+6.10091e+10ns	+0ns	CCA_BUSY	178	1221
+6.10091e+10ns	+728000ns	RX	178	1221
+6.10098e+10ns	+608066ns	IDLE	178	1221
+6.10104e+10ns	+36000ns	CCA_BUSY	178	1221
+6.10105e+10ns	+0ns	CCA_BUSY	178	1221
+6.10105e+10ns	+728000ns	RX	178	1221
+6.10112e+10ns	+1.483e+07ns	IDLE	178	1221
+6.1026e+10ns	+36000ns	CCA_BUSY	178	1221
+6.10261e+10ns	+0ns	CCA_BUSY	178	1221
+6.10261e+10ns	+728000ns	RX	178	1221
+6.10268e+10ns	+2.32148e+07ns	IDLE	178	1221
+6.105e+10ns	+250000ns	SWITCHING	178	1221
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.10502e+10ns	+4.975e+07ns	IDLE	172	1222
+6.11e+10ns	+250000ns	SWITCHING	172	1222
TimeStart 	 Duration 	 state 	 channel 	 cw 
+6.11002e+10ns	+3.81207e+06ns	IDLE	178	1223
+6.11041e+10ns	+36000ns	CCA_BUSY	178	1223
+6.11041e+10ns	+0ns	CCA_BUSY	178	1223
+6.11041e+10ns	+728000ns	RX	178	1223
+6.11048e+10ns	+217000ns	IDLE	178	1223
+6.1105e+10ns	+768000ns	TX	178	1223
+6.11058e+10ns	+114066ns	IDLE	178	1223
+6.11059e+10ns	+36000ns	CCA_BUSY	178	1223
+6.1106e+10ns	+0ns	CCA_BUSY	178	1223
+6.1106e+10ns	+728000ns	RX	178	1223
+6.11067e+10ns	+4.07903e+06ns	IDLE	178	1223
+6.11108e+10ns	+36000ns	CCA_BUSY	178	1223
+6.11108e+10ns	+0ns	CCA_BUSY	178	1223
+6.11108e+10ns	+728000ns	RX	178	1223
+6.11115e+10ns	+100999ns	IDLE	178	1223
+6.11116e+10ns	+36000ns	CCA_BUSY	178	1223
+6.11117e+10ns	+0ns	CCA_BUSY	178	1223
+6.11117e+10ns	+728000ns	RX	178	1223
+6.11124e+10ns	+2.09531e+07ns	IDLE	178	1223
+6.11334e+10ns	+36000ns	CCA_BUSY	178	1223
+6.11334e+10ns	+0ns	CCA_BUSY	178	1223
+6.11334e+10ns	+728000ns	RX	178	1223
+6.11341e+10ns	+1.58857e+07ns	IDLE	178	1223
+6.115e+10ns	+250000ns	SWITCHING	178	1223
