State Observation from node 8 at different cw 
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.65502e+10ns	+4.975e+07ns	IDLE	172	1132
+5.66e+10ns	+250000ns	SWITCHING	172	1132
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.66002e+10ns	+3.808e+06ns	IDLE	178	1133
+5.66041e+10ns	+768000ns	TX	178	1133
+5.66048e+10ns	+33ns	CCA_BUSY	178	1133
+5.66048e+10ns	+8.95407e+06ns	IDLE	178	1133
+5.66138e+10ns	+36000ns	CCA_BUSY	178	1133
+5.66138e+10ns	+0ns	CCA_BUSY	178	1133
+5.66138e+10ns	+728000ns	RX	178	1133
+5.66145e+10ns	+2.64391e+07ns	IDLE	178	1133
+5.6641e+10ns	+36000ns	CCA_BUSY	178	1133
+5.6641e+10ns	+0ns	CCA_BUSY	178	1133
+5.6641e+10ns	+728000ns	RX	178	1133
+5.66417e+10ns	+8.25283e+06ns	IDLE	178	1133
+5.665e+10ns	+250000ns	SWITCHING	178	1133
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.66502e+10ns	+4.975e+07ns	IDLE	172	1134
+5.67e+10ns	+250000ns	SWITCHING	172	1134
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.67002e+10ns	+3.808e+06ns	IDLE	178	1135
+5.67041e+10ns	+768000ns	TX	178	1135
+5.67048e+10ns	+33ns	CCA_BUSY	178	1135
+5.67048e+10ns	+3.03391e+07ns	IDLE	178	1135
+5.67352e+10ns	+36000ns	CCA_BUSY	178	1135
+5.67352e+10ns	+0ns	CCA_BUSY	178	1135
+5.67352e+10ns	+728000ns	RX	178	1135
+5.67359e+10ns	+1.10731e+07ns	IDLE	178	1135
+5.6747e+10ns	+36000ns	CCA_BUSY	178	1135
+5.6747e+10ns	+0ns	CCA_BUSY	178	1135
+5.6747e+10ns	+728000ns	RX	178	1135
+5.67478e+10ns	+2.23383e+06ns	IDLE	178	1135
+5.675e+10ns	+250000ns	SWITCHING	178	1135
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.67502e+10ns	+4.975e+07ns	IDLE	172	1136
+5.68e+10ns	+250000ns	SWITCHING	172	1136
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.68002e+10ns	+3.81202e+06ns	IDLE	178	1137
+5.68041e+10ns	+764000ns	CCA_BUSY	178	1137
+5.68048e+10ns	+2.892e+06ns	IDLE	178	1137
+5.68077e+10ns	+768000ns	TX	178	1137
+5.68085e+10ns	+5.50907e+06ns	IDLE	178	1137
+5.6814e+10ns	+36000ns	CCA_BUSY	178	1137
+5.6814e+10ns	+0ns	CCA_BUSY	178	1137
+5.6814e+10ns	+728000ns	RX	178	1137
+5.68148e+10ns	+3.19503e+06ns	IDLE	178	1137
+5.6818e+10ns	+36000ns	CCA_BUSY	178	1137
+5.6818e+10ns	+0ns	CCA_BUSY	178	1137
+5.6818e+10ns	+728000ns	RX	178	1137
+5.68187e+10ns	+88066ns	IDLE	178	1137
+5.68188e+10ns	+36000ns	CCA_BUSY	178	1137
+5.68188e+10ns	+0ns	CCA_BUSY	178	1137
+5.68188e+10ns	+728000ns	RX	178	1137
+5.68196e+10ns	+3.04298e+07ns	IDLE	178	1137
+5.685e+10ns	+250000ns	SWITCHING	178	1137
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.68502e+10ns	+4.975e+07ns	IDLE	172	1138
+5.69e+10ns	+250000ns	SWITCHING	172	1138
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.69002e+10ns	+3.81202e+06ns	IDLE	178	1139
+5.69041e+10ns	+764000ns	CCA_BUSY	178	1139
+5.69048e+10ns	+1.5922e+07ns	IDLE	178	1139
+5.69207e+10ns	+36000ns	CCA_BUSY	178	1139
+5.69208e+10ns	+0ns	CCA_BUSY	178	1139
+5.69208e+10ns	+728000ns	RX	178	1139
+5.69215e+10ns	+71000ns	IDLE	178	1139
+5.69216e+10ns	+768000ns	TX	178	1139
+5.69224e+10ns	+2.3891e+06ns	IDLE	178	1139
+5.69247e+10ns	+36000ns	CCA_BUSY	178	1139
+5.69248e+10ns	+0ns	CCA_BUSY	178	1139
+5.69248e+10ns	+728000ns	RX	178	1139
+5.69255e+10ns	+2.33321e+07ns	IDLE	178	1139
+5.69488e+10ns	+36000ns	CCA_BUSY	178	1139
+5.69489e+10ns	+0ns	CCA_BUSY	178	1139
+5.69489e+10ns	+728000ns	RX	178	1139
+5.69496e+10ns	+399768ns	IDLE	178	1139
+5.695e+10ns	+250000ns	SWITCHING	178	1139
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.69502e+10ns	+4.975e+07ns	IDLE	172	1140
+5.7e+10ns	+250000ns	SWITCHING	172	1140
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.70002e+10ns	+3.81202e+06ns	IDLE	178	1141
+5.70041e+10ns	+764000ns	CCA_BUSY	178	1141
+5.70048e+10ns	+88117ns	IDLE	178	1141
+5.70049e+10ns	+36000ns	CCA_BUSY	178	1141
+5.7005e+10ns	+0ns	CCA_BUSY	178	1141
+5.7005e+10ns	+728000ns	RX	178	1141
+5.70057e+10ns	+3.3559e+07ns	IDLE	178	1141
+5.70392e+10ns	+768000ns	TX	178	1141
+5.704e+10ns	+1.1411e+06ns	IDLE	178	1141
+5.70411e+10ns	+36000ns	CCA_BUSY	178	1141
+5.70412e+10ns	+0ns	CCA_BUSY	178	1141
+5.70412e+10ns	+728000ns	RX	178	1141
+5.70419e+10ns	+87999ns	IDLE	178	1141
+5.7042e+10ns	+36000ns	CCA_BUSY	178	1141
+5.7042e+10ns	+0ns	CCA_BUSY	178	1141
+5.7042e+10ns	+728000ns	RX	178	1141
+5.70428e+10ns	+7.23777e+06ns	IDLE	178	1141
+5.705e+10ns	+250000ns	SWITCHING	178	1141
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.70502e+10ns	+4.975e+07ns	IDLE	172	1142
+5.71e+10ns	+250000ns	SWITCHING	172	1142
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.71002e+10ns	+3.81208e+06ns	IDLE	178	1143
+5.71041e+10ns	+36000ns	CCA_BUSY	178	1143
+5.71041e+10ns	+0ns	CCA_BUSY	178	1143
+5.71041e+10ns	+728000ns	RX	178	1143
+5.71048e+10ns	+88033ns	IDLE	178	1143
+5.71049e+10ns	+36000ns	CCA_BUSY	178	1143
+5.7105e+10ns	+0ns	CCA_BUSY	178	1143
+5.7105e+10ns	+728000ns	RX	178	1143
+5.71057e+10ns	+3.74113e+06ns	IDLE	178	1143
+5.71094e+10ns	+36000ns	CCA_BUSY	178	1143
+5.71095e+10ns	+0ns	CCA_BUSY	178	1143
+5.71095e+10ns	+728000ns	RX	178	1143
+5.71102e+10ns	+2.23051e+07ns	IDLE	178	1143
+5.71325e+10ns	+36000ns	CCA_BUSY	178	1143
+5.71325e+10ns	+0ns	CCA_BUSY	178	1143
+5.71325e+10ns	+728000ns	RX	178	1143
+5.71333e+10ns	+3.442e+06ns	IDLE	178	1143
+5.71367e+10ns	+36000ns	CCA_BUSY	178	1143
+5.71367e+10ns	+0ns	CCA_BUSY	178	1143
+5.71367e+10ns	+728000ns	RX	178	1143
+5.71375e+10ns	+9.50003e+06ns	IDLE	178	1143
+5.7147e+10ns	+36000ns	CCA_BUSY	178	1143
+5.7147e+10ns	+0ns	CCA_BUSY	178	1143
+5.7147e+10ns	+728000ns	RX	178	1143
+5.71477e+10ns	+2.27765e+06ns	IDLE	178	1143
+5.715e+10ns	+250000ns	SWITCHING	178	1143
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.71502e+10ns	+4.975e+07ns	IDLE	172	1144
+5.72e+10ns	+250000ns	SWITCHING	172	1144
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.72002e+10ns	+3.808e+06ns	IDLE	178	1145
+5.72041e+10ns	+768000ns	TX	178	1145
+5.72048e+10ns	+1.06312e+06ns	IDLE	178	1145
+5.72059e+10ns	+36000ns	CCA_BUSY	178	1145
+5.72059e+10ns	+0ns	CCA_BUSY	178	1145
+5.72059e+10ns	+728000ns	RX	178	1145
+5.72067e+10ns	+1.0904e+07ns	IDLE	178	1145
+5.72176e+10ns	+36000ns	CCA_BUSY	178	1145
+5.72176e+10ns	+0ns	CCA_BUSY	178	1145
+5.72176e+10ns	+728000ns	RX	178	1145
+5.72183e+10ns	+3.78003e+06ns	IDLE	178	1145
+5.72221e+10ns	+36000ns	CCA_BUSY	178	1145
+5.72221e+10ns	+0ns	CCA_BUSY	178	1145
+5.72221e+10ns	+728000ns	RX	178	1145
+5.72229e+10ns	+2.71349e+07ns	IDLE	178	1145
+5.725e+10ns	+250000ns	SWITCHING	178	1145
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.72502e+10ns	+4.975e+07ns	IDLE	172	1146
+5.73e+10ns	+250000ns	SWITCHING	172	1146
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.73002e+10ns	+3.808e+06ns	IDLE	178	1147
+5.73041e+10ns	+768000ns	TX	178	1147
+5.73048e+10ns	+33ns	CCA_BUSY	178	1147
+5.73048e+10ns	+2.19408e+06ns	IDLE	178	1147
+5.7307e+10ns	+36000ns	CCA_BUSY	178	1147
+5.73071e+10ns	+0ns	CCA_BUSY	178	1147
+5.73071e+10ns	+728000ns	RX	178	1147
+5.73078e+10ns	+3.1158e+07ns	IDLE	178	1147
+5.73389e+10ns	+36000ns	CCA_BUSY	178	1147
+5.7339e+10ns	+0ns	CCA_BUSY	178	1147
+5.7339e+10ns	+728000ns	RX	178	1147
+5.73397e+10ns	+4.05313e+06ns	IDLE	178	1147
+5.73438e+10ns	+36000ns	CCA_BUSY	178	1147
+5.73438e+10ns	+0ns	CCA_BUSY	178	1147
+5.73438e+10ns	+728000ns	RX	178	1147
+5.73445e+10ns	+5.47672e+06ns	IDLE	178	1147
+5.735e+10ns	+250000ns	SWITCHING	178	1147
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.73502e+10ns	+4.975e+07ns	IDLE	172	1148
+5.74e+10ns	+250000ns	SWITCHING	172	1148
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.74002e+10ns	+3.81202e+06ns	IDLE	178	1149
+5.74041e+10ns	+36000ns	CCA_BUSY	178	1149
+5.74041e+10ns	+0ns	CCA_BUSY	178	1149
+5.74041e+10ns	+728000ns	RX	178	1149
+5.74048e+10ns	+17ns	CCA_BUSY	178	1149
+5.74048e+10ns	+71000ns	IDLE	178	1149
+5.74049e+10ns	+768000ns	TX	178	1149
+5.74057e+10ns	+4.4335e+07ns	IDLE	178	1149
+5.745e+10ns	+250000ns	SWITCHING	178	1149
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.74502e+10ns	+4.975e+07ns	IDLE	172	1150
+5.75e+10ns	+250000ns	SWITCHING	172	1150
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.75002e+10ns	+3.81202e+06ns	IDLE	178	1151
+5.75041e+10ns	+36000ns	CCA_BUSY	178	1151
+5.75041e+10ns	+0ns	CCA_BUSY	178	1151
+5.75041e+10ns	+728000ns	RX	178	1151
+5.75048e+10ns	+17ns	CCA_BUSY	178	1151
+5.75048e+10ns	+207999ns	IDLE	178	1151
+5.7505e+10ns	+36000ns	CCA_BUSY	178	1151
+5.75051e+10ns	+0ns	CCA_BUSY	178	1151
+5.75051e+10ns	+728000ns	RX	178	1151
+5.75058e+10ns	+1.65202e+07ns	IDLE	178	1151
+5.75223e+10ns	+36000ns	CCA_BUSY	178	1151
+5.75224e+10ns	+0ns	CCA_BUSY	178	1151
+5.75224e+10ns	+728000ns	RX	178	1151
+5.75231e+10ns	+1.6139e+07ns	IDLE	178	1151
+5.75392e+10ns	+768000ns	TX	178	1151
+5.754e+10ns	+1.00108e+07ns	IDLE	178	1151
+5.755e+10ns	+250000ns	SWITCHING	178	1151
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.75502e+10ns	+4.975e+07ns	IDLE	172	1152
+5.76e+10ns	+250000ns	SWITCHING	172	1152
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.76002e+10ns	+3.81202e+06ns	IDLE	178	1153
+5.76041e+10ns	+36000ns	CCA_BUSY	178	1153
+5.76041e+10ns	+0ns	CCA_BUSY	178	1153
+5.76041e+10ns	+728000ns	RX	178	1153
+5.76048e+10ns	+88067ns	IDLE	178	1153
+5.76049e+10ns	+36000ns	CCA_BUSY	178	1153
+5.7605e+10ns	+0ns	CCA_BUSY	178	1153
+5.7605e+10ns	+728000ns	RX	178	1153
+5.76057e+10ns	+3.3754e+07ns	IDLE	178	1153
+5.76394e+10ns	+768000ns	TX	178	1153
+5.76402e+10ns	+2.2721e+06ns	IDLE	178	1153
+5.76425e+10ns	+36000ns	CCA_BUSY	178	1153
+5.76425e+10ns	+0ns	CCA_BUSY	178	1153
+5.76425e+10ns	+728000ns	RX	178	1153
+5.76432e+10ns	+373999ns	IDLE	178	1153
+5.76436e+10ns	+36000ns	CCA_BUSY	178	1153
+5.76436e+10ns	+0ns	CCA_BUSY	178	1153
+5.76436e+10ns	+728000ns	RX	178	1153
+5.76444e+10ns	+5.62582e+06ns	IDLE	178	1153
+5.765e+10ns	+250000ns	SWITCHING	178	1153
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.76502e+10ns	+4.975e+07ns	IDLE	172	1154
+5.77e+10ns	+250000ns	SWITCHING	172	1154
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.77002e+10ns	+1.143e+07ns	IDLE	178	1155
+5.77117e+10ns	+36000ns	CCA_BUSY	178	1155
+5.77117e+10ns	+0ns	CCA_BUSY	178	1155
+5.77117e+10ns	+728000ns	RX	178	1155
+5.77124e+10ns	+3.24711e+07ns	IDLE	178	1155
+5.77449e+10ns	+36000ns	CCA_BUSY	178	1155
+5.7745e+10ns	+0ns	CCA_BUSY	178	1155
+5.7745e+10ns	+728000ns	RX	178	1155
+5.77457e+10ns	+4.32092e+06ns	IDLE	178	1155
+5.775e+10ns	+250000ns	SWITCHING	178	1155
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.77502e+10ns	+4.975e+07ns	IDLE	172	1156
+5.78e+10ns	+250000ns	SWITCHING	172	1156
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.78002e+10ns	+3.808e+06ns	IDLE	178	1157
+5.78041e+10ns	+768000ns	TX	178	1157
+5.78048e+10ns	+16ns	CCA_BUSY	178	1157
+5.78048e+10ns	+208134ns	IDLE	178	1157
+5.7805e+10ns	+36000ns	CCA_BUSY	178	1157
+5.78051e+10ns	+0ns	CCA_BUSY	178	1157
+5.78051e+10ns	+728000ns	RX	178	1157
+5.78058e+10ns	+1.9809e+07ns	IDLE	178	1157
+5.78256e+10ns	+36000ns	CCA_BUSY	178	1157
+5.78256e+10ns	+0ns	CCA_BUSY	178	1157
+5.78256e+10ns	+728000ns	RX	178	1157
+5.78264e+10ns	+1.2126e+07ns	IDLE	178	1157
+5.78385e+10ns	+36000ns	CCA_BUSY	178	1157
+5.78385e+10ns	+0ns	CCA_BUSY	178	1157
+5.78385e+10ns	+728000ns	RX	178	1157
+5.78393e+10ns	+2.76603e+06ns	IDLE	178	1157
+5.7842e+10ns	+36000ns	CCA_BUSY	178	1157
+5.78421e+10ns	+0ns	CCA_BUSY	178	1157
+5.78421e+10ns	+728000ns	RX	178	1157
+5.78428e+10ns	+7.20878e+06ns	IDLE	178	1157
+5.785e+10ns	+250000ns	SWITCHING	178	1157
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.78502e+10ns	+4.975e+07ns	IDLE	172	1158
+5.79e+10ns	+250000ns	SWITCHING	172	1158
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.79002e+10ns	+3.81202e+06ns	IDLE	178	1159
+5.79041e+10ns	+36000ns	CCA_BUSY	178	1159
+5.79041e+10ns	+0ns	CCA_BUSY	178	1159
+5.79041e+10ns	+728000ns	RX	178	1159
+5.79048e+10ns	+17ns	CCA_BUSY	178	1159
+5.79048e+10ns	+88050ns	IDLE	178	1159
+5.79049e+10ns	+36000ns	CCA_BUSY	178	1159
+5.7905e+10ns	+0ns	CCA_BUSY	178	1159
+5.7905e+10ns	+728000ns	RX	178	1159
+5.79057e+10ns	+71000ns	IDLE	178	1159
+5.79057e+10ns	+768000ns	TX	178	1159
+5.79065e+10ns	+1.26462e+07ns	IDLE	178	1159
+5.79192e+10ns	+36000ns	CCA_BUSY	178	1159
+5.79192e+10ns	+0ns	CCA_BUSY	178	1159
+5.79192e+10ns	+728000ns	RX	178	1159
+5.79199e+10ns	+1.4401e+07ns	IDLE	178	1159
+5.79343e+10ns	+36000ns	CCA_BUSY	178	1159
+5.79344e+10ns	+0ns	CCA_BUSY	178	1159
+5.79344e+10ns	+728000ns	RX	178	1159
+5.79351e+10ns	+1.49077e+07ns	IDLE	178	1159
+5.795e+10ns	+250000ns	SWITCHING	178	1159
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.79502e+10ns	+4.975e+07ns	IDLE	172	1160
+5.8e+10ns	+250000ns	SWITCHING	172	1160
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.80002e+10ns	+3.81202e+06ns	IDLE	178	1161
+5.80041e+10ns	+36000ns	CCA_BUSY	178	1161
+5.80041e+10ns	+0ns	CCA_BUSY	178	1161
+5.80041e+10ns	+728000ns	RX	178	1161
+5.80048e+10ns	+1.66107e+06ns	IDLE	178	1161
+5.80065e+10ns	+36000ns	CCA_BUSY	178	1161
+5.80065e+10ns	+0ns	CCA_BUSY	178	1161
+5.80065e+10ns	+728000ns	RX	178	1161
+5.80073e+10ns	+3.633e+06ns	IDLE	178	1161
+5.80109e+10ns	+768000ns	TX	178	1161
+5.80117e+10ns	+75066ns	IDLE	178	1161
+5.80117e+10ns	+36000ns	CCA_BUSY	178	1161
+5.80118e+10ns	+0ns	CCA_BUSY	178	1161
+5.80118e+10ns	+728000ns	RX	178	1161
+5.80125e+10ns	+8.252e+06ns	IDLE	178	1161
+5.80207e+10ns	+36000ns	CCA_BUSY	178	1161
+5.80208e+10ns	+0ns	CCA_BUSY	178	1161
+5.80208e+10ns	+728000ns	RX	178	1161
+5.80215e+10ns	+2.84929e+07ns	IDLE	178	1161
+5.805e+10ns	+250000ns	SWITCHING	178	1161
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.80502e+10ns	+4.975e+07ns	IDLE	172	1162
+5.81e+10ns	+250000ns	SWITCHING	172	1162
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.81002e+10ns	+3.81202e+06ns	IDLE	178	1163
+5.81041e+10ns	+36000ns	CCA_BUSY	178	1163
+5.81041e+10ns	+0ns	CCA_BUSY	178	1163
+5.81041e+10ns	+728000ns	RX	178	1163
+5.81048e+10ns	+2.64131e+07ns	IDLE	178	1163
+5.81312e+10ns	+36000ns	CCA_BUSY	178	1163
+5.81313e+10ns	+0ns	CCA_BUSY	178	1163
+5.81313e+10ns	+728000ns	RX	178	1163
+5.8132e+10ns	+4.101e+06ns	IDLE	178	1163
+5.81361e+10ns	+768000ns	TX	178	1163
+5.81369e+10ns	+7.29007e+06ns	IDLE	178	1163
+5.81442e+10ns	+36000ns	CCA_BUSY	178	1163
+5.81442e+10ns	+0ns	CCA_BUSY	178	1163
+5.81442e+10ns	+728000ns	RX	178	1163
+5.81449e+10ns	+5.07385e+06ns	IDLE	178	1163
+5.815e+10ns	+250000ns	SWITCHING	178	1163
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.81502e+10ns	+4.975e+07ns	IDLE	172	1164
+5.82e+10ns	+250000ns	SWITCHING	172	1164
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.82002e+10ns	+3.81202e+06ns	IDLE	178	1165
+5.82041e+10ns	+36000ns	CCA_BUSY	178	1165
+5.82041e+10ns	+0ns	CCA_BUSY	178	1165
+5.82041e+10ns	+728000ns	RX	178	1165
+5.82048e+10ns	+3.80608e+06ns	IDLE	178	1165
+5.82086e+10ns	+36000ns	CCA_BUSY	178	1165
+5.82087e+10ns	+0ns	CCA_BUSY	178	1165
+5.82087e+10ns	+728000ns	RX	178	1165
+5.82094e+10ns	+6.17203e+06ns	IDLE	178	1165
+5.82156e+10ns	+36000ns	CCA_BUSY	178	1165
+5.82156e+10ns	+0ns	CCA_BUSY	178	1165
+5.82156e+10ns	+728000ns	RX	178	1165
+5.82163e+10ns	+2.23051e+07ns	IDLE	178	1165
+5.82386e+10ns	+36000ns	CCA_BUSY	178	1165
+5.82387e+10ns	+0ns	CCA_BUSY	178	1165
+5.82387e+10ns	+728000ns	RX	178	1165
+5.82394e+10ns	+1.05988e+07ns	IDLE	178	1165
+5.825e+10ns	+250000ns	SWITCHING	178	1165
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.82502e+10ns	+4.975e+07ns	IDLE	172	1166
+5.83e+10ns	+250000ns	SWITCHING	172	1166
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.83002e+10ns	+3.808e+06ns	IDLE	178	1167
+5.83041e+10ns	+768000ns	TX	178	1167
+5.83048e+10ns	+33ns	CCA_BUSY	178	1167
+5.83048e+10ns	+1.4687e+07ns	IDLE	178	1167
+5.83195e+10ns	+36000ns	CCA_BUSY	178	1167
+5.83195e+10ns	+0ns	CCA_BUSY	178	1167
+5.83195e+10ns	+728000ns	RX	178	1167
+5.83203e+10ns	+62133ns	IDLE	178	1167
+5.83203e+10ns	+36000ns	CCA_BUSY	178	1167
+5.83204e+10ns	+0ns	CCA_BUSY	178	1167
+5.83204e+10ns	+728000ns	RX	178	1167
+5.83211e+10ns	+3.85807e+06ns	IDLE	178	1167
+5.8325e+10ns	+36000ns	CCA_BUSY	178	1167
+5.8325e+10ns	+0ns	CCA_BUSY	178	1167
+5.8325e+10ns	+728000ns	RX	178	1167
+5.83257e+10ns	+1.1814e+07ns	IDLE	178	1167
+5.83375e+10ns	+36000ns	CCA_BUSY	178	1167
+5.83376e+10ns	+0ns	CCA_BUSY	178	1167
+5.83376e+10ns	+728000ns	RX	178	1167
+5.83383e+10ns	+1.16968e+07ns	IDLE	178	1167
+5.835e+10ns	+250000ns	SWITCHING	178	1167
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.83502e+10ns	+4.975e+07ns	IDLE	172	1168
+5.84e+10ns	+250000ns	SWITCHING	172	1168
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.84002e+10ns	+3.81202e+06ns	IDLE	178	1169
+5.84041e+10ns	+36000ns	CCA_BUSY	178	1169
+5.84041e+10ns	+0ns	CCA_BUSY	178	1169
+5.84041e+10ns	+728000ns	RX	178	1169
+5.84048e+10ns	+17ns	CCA_BUSY	178	1169
+5.84048e+10ns	+71000ns	IDLE	178	1169
+5.84049e+10ns	+768000ns	TX	178	1169
+5.84057e+10ns	+2.50741e+07ns	IDLE	178	1169
+5.84307e+10ns	+36000ns	CCA_BUSY	178	1169
+5.84308e+10ns	+0ns	CCA_BUSY	178	1169
+5.84308e+10ns	+728000ns	RX	178	1169
+5.84315e+10ns	+62033ns	IDLE	178	1169
+5.84316e+10ns	+36000ns	CCA_BUSY	178	1169
+5.84316e+10ns	+0ns	CCA_BUSY	178	1169
+5.84316e+10ns	+728000ns	RX	178	1169
+5.84323e+10ns	+1.64422e+07ns	IDLE	178	1169
+5.84488e+10ns	+36000ns	CCA_BUSY	178	1169
+5.84488e+10ns	+0ns	CCA_BUSY	178	1169
+5.84488e+10ns	+728000ns	RX	178	1169
+5.84495e+10ns	+464602ns	IDLE	178	1169
+5.845e+10ns	+250000ns	SWITCHING	178	1169
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.84502e+10ns	+4.975e+07ns	IDLE	172	1170
+5.85e+10ns	+250000ns	SWITCHING	172	1170
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.85002e+10ns	+3.81202e+06ns	IDLE	178	1171
+5.85041e+10ns	+36000ns	CCA_BUSY	178	1171
+5.85041e+10ns	+0ns	CCA_BUSY	178	1171
+5.85041e+10ns	+728000ns	RX	178	1171
+5.85048e+10ns	+17ns	CCA_BUSY	178	1171
+5.85048e+10ns	+1.67e+06ns	IDLE	178	1171
+5.85065e+10ns	+768000ns	TX	178	1171
+5.85073e+10ns	+2.75441e+07ns	IDLE	178	1171
+5.85348e+10ns	+36000ns	CCA_BUSY	178	1171
+5.85348e+10ns	+0ns	CCA_BUSY	178	1171
+5.85348e+10ns	+728000ns	RX	178	1171
+5.85356e+10ns	+1.1385e+07ns	IDLE	178	1171
+5.8547e+10ns	+36000ns	CCA_BUSY	178	1171
+5.8547e+10ns	+0ns	CCA_BUSY	178	1171
+5.8547e+10ns	+728000ns	RX	178	1171
+5.85477e+10ns	+2.2788e+06ns	IDLE	178	1171
+5.855e+10ns	+250000ns	SWITCHING	178	1171
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.85502e+10ns	+4.975e+07ns	IDLE	172	1172
+5.86e+10ns	+250000ns	SWITCHING	172	1172
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.86002e+10ns	+3.81205e+06ns	IDLE	178	1173
+5.86041e+10ns	+36000ns	CCA_BUSY	178	1173
+5.86041e+10ns	+0ns	CCA_BUSY	178	1173
+5.86041e+10ns	+728000ns	RX	178	1173
+5.86048e+10ns	+594999ns	IDLE	178	1173
+5.86054e+10ns	+36000ns	CCA_BUSY	178	1173
+5.86055e+10ns	+0ns	CCA_BUSY	178	1173
+5.86055e+10ns	+728000ns	RX	178	1173
+5.86062e+10ns	+7.199e+06ns	IDLE	178	1173
+5.86134e+10ns	+36000ns	CCA_BUSY	178	1173
+5.86134e+10ns	+0ns	CCA_BUSY	178	1173
+5.86134e+10ns	+728000ns	RX	178	1173
+5.86141e+10ns	+3.3364e+07ns	IDLE	178	1173
+5.86475e+10ns	+768000ns	TX	178	1173
+5.86483e+10ns	+1.71995e+06ns	IDLE	178	1173
+5.865e+10ns	+250000ns	SWITCHING	178	1173
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.86502e+10ns	+4.975e+07ns	IDLE	172	1174
+5.87e+10ns	+250000ns	SWITCHING	172	1174
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.87002e+10ns	+3.81202e+06ns	IDLE	178	1175
+5.87041e+10ns	+36000ns	CCA_BUSY	178	1175
+5.87041e+10ns	+0ns	CCA_BUSY	178	1175
+5.87041e+10ns	+728000ns	RX	178	1175
+5.87048e+10ns	+62067ns	IDLE	178	1175
+5.87049e+10ns	+36000ns	CCA_BUSY	178	1175
+5.87049e+10ns	+0ns	CCA_BUSY	178	1175
+5.87049e+10ns	+728000ns	RX	178	1175
+5.87057e+10ns	+3.7151e+07ns	IDLE	178	1175
+5.87428e+10ns	+36000ns	CCA_BUSY	178	1175
+5.87428e+10ns	+0ns	CCA_BUSY	178	1175
+5.87428e+10ns	+728000ns	RX	178	1175
+5.87436e+10ns	+6.43292e+06ns	IDLE	178	1175
+5.875e+10ns	+250000ns	SWITCHING	178	1175
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.87502e+10ns	+4.975e+07ns	IDLE	172	1176
+5.88e+10ns	+250000ns	SWITCHING	172	1176
TimeStart 	 Duration 	 state 	 channel 	 cw 
+5.88002e+10ns	+3.808e+06ns	IDLE	178	1177
+5.88041e+10ns	+768000ns	TX	178	1177
+5.88048e+10ns	+16ns	CCA_BUSY	178	1177
+5.88048e+10ns	+8.34307e+06ns	IDLE	178	1177
+5.88132e+10ns	+36000ns	CCA_BUSY	178	1177
+5.88132e+10ns	+0ns	CCA_BUSY	178	1177
+5.88132e+10ns	+728000ns	RX	178	1177
+5.88139e+10ns	+1.97181e+07ns	IDLE	178	1177
+5.88337e+10ns	+36000ns	CCA_BUSY	178	1177
