Observation from node 6 : 
nodeid 	 ls 	 lc 	 le 	 ltx 	 minRxPower(snr) 	 maxRxPower(snr) 	 channelNumber 	 cwid 	 label(jammed or not)	 number of neighbors 
6	0	0	0	0	0	0	172	66	0	7
6	4	1	0	1	0	47967.7	178	67	0	7
6	0	0	0	0	0	0	172	68	0	7
6	1	3	0	1	0	47967.7	178	69	0	7
6	0	0	0	0	0	0	172	70	0	7
6	2	4	1	1	0	47967.7	178	71	0	7
6	0	0	0	0	0	0	172	72	0	7
6	3	2	0	1	0	5995.96	178	73	0	7
6	0	0	0	0	0	0	172	74	0	7
6	3	3	0	1	0	5995.96	178	75	0	7
6	0	0	0	0	0	0	172	76	0	7
6	3	2	0	0	0	47967.7	178	77	0	7
6	0	0	0	0	0	0	172	78	0	7
6	2	4	0	1	0	47967.7	178	79	0	7
6	0	0	0	0	0	0	172	80	0	7
6	3	3	0	1	0	5995.96	178	81	0	7
6	0	0	0	0	0	0	172	82	0	7
6	4	3	0	1	0	5995.96	178	83	0	7
6	0	0	0	0	0	0	172	84	0	7
6	5	0	0	1	0	47967.7	178	85	0	7
6	0	0	0	0	0	0	172	86	0	7
6	3	1	1	0	0	47967.7	178	87	0	7
6	0	0	0	0	0	0	172	88	0	7
6	2	4	0	1	0	47967.7	178	89	0	7
6	0	0	0	0	0	0	172	90	0	7
6	1	4	0	1	0	1776.58	178	91	0	7
6	0	0	0	0	0	0	172	92	0	7
6	3	3	0	1	0	5995.96	178	93	0	7
6	0	0	0	0	0	0	172	94	0	7
6	3	2	0	0	0	47967.7	178	95	0	7
6	0	0	0	0	0	0	172	96	0	7
6	3	3	0	1	0	47967.7	178	97	0	7
6	0	0	0	0	0	0	172	98	0	7
6	2	4	0	1	0	47967.7	178	99	0	7
6	0	0	0	0	0	0	172	100	0	7
6	3	2	0	1	0	5995.96	178	101	0	7
6	0	0	0	0	0	0	172	102	0	7
6	3	3	0	1	0	5995.96	178	103	0	7
6	0	0	0	0	0	0	172	104	0	7
6	3	2	0	1	0	47967.7	178	105	0	7
6	0	0	0	0	0	0	172	106	0	7
6	2	3	1	1	0	47967.7	178	107	0	7
6	0	0	0	0	0	0	172	108	0	7
6	3	3	0	1	0	47967.7	178	109	0	7
6	0	0	0	0	0	0	172	110	0	7
6	3	3	0	1	0	47967.7	178	111	0	7
6	0	0	0	0	0	0	172	112	0	7
6	5	1	0	0	0	47967.7	178	113	0	7
6	0	0	0	0	0	0	172	114	0	7
6	4	3	0	1	0	47967.7	178	115	0	7
6	0	0	0	0	0	0	172	116	0	7
6	3	1	0	1	0	47967.7	178	117	0	7
6	0	0	0	0	0	0	172	118	0	7
6	4	2	0	1	0	47967.7	178	119	0	7
6	0	0	0	0	0	0	172	120	0	7
6	3	2	0	0	0	5995.96	178	121	0	7
6	0	0	0	0	0	0	172	122	0	7
6	2	4	0	1	0	47967.7	178	123	0	7
6	0	0	0	0	0	0	172	124	0	7
6	4	3	0	1	0	47967.7	178	125	0	7
6	0	0	0	0	0	0	172	126	0	7
6	6	0	0	1	0	47967.7	178	127	0	7
6	0	0	0	0	0	0	172	128	0	7
6	5	0	0	0	0	5995.96	178	129	0	7
6	0	0	0	0	0	0	172	130	0	7
6	4	3	0	1	0	5995.96	178	131	0	7
6	0	0	0	0	0	0	172	132	0	7
6	2	1	0	1	0	47967.7	178	133	0	7
6	0	0	0	0	0	0	172	134	0	7
6	2	5	0	1	0	47967.7	178	135	0	7
6	0	0	0	0	0	0	172	136	0	7
6	2	4	0	1	0	47967.7	178	137	0	7
6	0	0	0	0	0	0	172	138	0	7
6	5	0	0	1	0	5995.96	178	139	0	7
6	0	0	0	0	0	0	172	140	0	7
6	3	3	0	0	0	5995.96	178	141	0	7
6	0	0	0	0	0	0	172	142	0	7
6	3	3	0	1	0	1776.58	178	143	0	7
6	0	0	0	0	0	0	172	144	0	7
6	3	3	0	1	0	47967.7	178	145	0	7
6	0	0	0	0	0	0	172	146	0	7
6	4	1	1	1	0	47967.7	178	147	0	7
6	0	0	0	0	0	0	172	148	0	7
6	5	0	0	1	0	5995.96	178	149	0	7
6	0	0	0	0	0	0	172	150	0	7
6	3	2	0	0	0	5995.96	178	151	0	7
6	0	0	0	0	0	0	172	152	0	7
6	1	4	0	1	0	1776.58	178	153	0	7
6	0	0	0	0	0	0	172	154	0	7
6	4	3	0	1	0	47967.7	178	155	0	7
6	0	0	0	0	0	0	172	156	0	7
6	2	3	0	1	0	47967.7	178	157	0	7
6	0	0	0	0	0	0	172	158	0	7
6	4	2	0	1	0	5995.96	178	159	0	7
6	0	0	0	0	0	0	172	160	0	7
6	3	3	0	1	0	5995.96	178	161	0	7
6	0	0	0	0	0	0	172	162	0	7
6	3	1	0	1	0	47967.7	178	163	0	7
6	0	0	0	0	0	0	172	164	0	7
6	2	4	0	1	0	47967.7	178	165	0	7
6	0	0	0	0	0	0	172	166	0	7
6	1	5	0	1	0	47967.7	178	167	0	7
6	0	0	0	0	0	0	172	168	0	7
6	5	1	0	1	0	5995.96	178	169	0	7
6	0	0	0	0	0	0	172	170	0	7
6	4	2	0	1	0	5995.96	178	171	0	7
6	0	0	0	0	0	0	172	172	0	7
6	5	1	0	0	0	47967.7	178	173	0	7
6	0	0	0	0	0	0	172	174	0	7
6	2	3	0	1	0	47967.7	178	175	0	7
6	0	0	0	0	0	0	172	176	0	7
6	1	4	0	1	0	47967.7	178	177	0	7
6	0	0	0	0	0	0	172	178	0	7
6	3	3	0	1	0	5995.96	178	179	0	7
6	0	0	0	0	0	0	172	180	0	7
6	3	4	0	0	0	5995.96	178	181	0	7
6	0	0	0	0	0	0	172	182	0	7
6	3	2	0	1	0	47967.7	178	183	0	7
6	0	0	0	0	0	0	172	184	0	7
6	3	4	0	1	0	47967.7	178	185	0	7
6	0	0	0	0	0	0	172	186	0	7
6	5	1	0	1	0	47967.7	178	187	0	7
6	0	0	0	0	0	0	172	188	0	7
6	3	2	0	1	0	47967.7	178	189	0	7
6	0	0	0	0	0	0	172	190	0	7
6	4	2	0	0	0	47967.7	178	191	0	7
6	0	0	0	0	0	0	172	192	0	7
6	3	2	0	1	0	47967.7	178	193	0	7
6	0	0	0	0	0	0	172	194	0	7
6	5	2	0	1	0	47967.7	178	195	0	7
6	0	0	0	0	0	0	172	196	0	7
6	4	1	0	1	0	47967.7	178	197	0	7
6	0	0	0	0	0	0	172	198	0	7
6	2	3	0	1	0	47967.7	178	199	0	7
6	0	0	0	0	0	0	172	200	0	7
6	4	2	0	1	0	47967.7	178	201	0	7
6	0	0	0	0	0	0	172	202	0	7
6	2	3	0	0	0	749.495	178	203	0	7
6	0	0	0	0	0	0	172	204	0	7
6	3	4	0	1	0	47967.7	178	205	0	7
6	0	0	0	0	0	0	172	206	0	7
6	3	3	0	1	0	47967.7	178	207	0	7
6	0	0	0	0	0	0	172	208	0	7
6	5	1	0	1	0	47967.7	178	209	0	7
6	0	0	0	0	0	0	172	210	0	7
6	3	3	0	0	0	47967.7	178	211	0	7
6	0	0	0	0	0	0	172	212	0	7
6	2	3	0	1	0	47967.7	178	213	0	7
6	0	0	0	0	0	0	172	214	0	7
6	2	3	0	1	0	5995.96	178	215	0	7
6	0	0	0	0	0	0	172	216	0	7
6	2	5	0	1	0	5995.96	178	217	0	7
6	0	0	0	0	0	0	172	218	0	7
6	5	1	0	1	0	47967.7	178	219	0	7
6	0	0	0	0	0	0	172	220	0	7
6	6	0	0	1	0	47967.7	178	221	0	7
6	0	0	0	0	0	0	172	222	0	7
6	5	1	0	1	0	47967.7	178	223	0	7
6	0	0	0	0	0	0	172	224	0	7
6	4	1	0	0	0	5995.96	178	225	0	7
6	0	0	0	0	0	0	172	226	0	7
6	2	2	0	1	0	47967.7	178	227	0	7
6	0	0	0	0	0	0	172	228	0	7
6	2	5	0	1	0	47967.7	178	229	0	7
6	0	0	0	0	0	0	172	230	0	7
6	5	2	0	1	0	47967.7	178	231	0	7
6	0	0	0	0	0	0	172	232	0	7
6	5	0	0	1	0	47967.7	178	233	0	7
6	0	0	0	0	0	0	172	234	0	7
6	2	2	0	0	0	47967.7	178	235	0	7
6	0	0	0	0	0	0	172	236	0	7
6	2	4	0	1	0	5995.96	178	237	0	7
6	0	0	0	0	0	0	172	238	0	7
6	3	3	0	1	0	47967.7	178	239	0	7
6	0	0	0	0	0	0	172	240	0	7
6	3	3	0	1	0	5995.96	178	241	0	7
6	0	0	0	0	0	0	172	242	0	7
6	5	1	0	1	0	47967.7	178	243	0	7
6	0	0	0	0	0	0	172	244	0	7
6	5	0	0	1	0	47967.7	178	245	0	7
6	0	0	0	0	0	0	172	246	0	7
6	4	1	0	0	0	47967.7	178	247	0	7
6	0	0	0	0	0	0	172	248	0	7
6	1	4	0	1	0	5995.96	178	249	0	7
6	0	0	0	0	0	0	172	250	0	7
6	2	4	0	1	0	1776.58	178	251	0	7
6	0	0	0	0	0	0	172	252	0	7
6	4	2	1	1	0	47967.7	178	253	0	7
6	0	0	0	0	0	0	172	254	0	7
6	4	2	0	1	0	47967.7	178	255	0	7
6	0	0	0	0	0	0	172	256	0	7
6	4	1	1	0	0	47967.7	178	257	0	7
6	0	0	0	0	0	0	172	258	0	7
6	3	2	0	1	0	47967.7	178	259	0	7
6	0	0	0	0	0	0	172	260	0	7
6	3	3	0	1	0	47967.7	178	261	0	7
6	0	0	0	0	0	0	172	262	0	7
6	3	3	0	1	0	47967.7	178	263	0	7
6	0	0	0	0	0	0	172	264	0	7
6	1	4	0	0	0	47967.7	178	265	0	7
6	0	0	0	0	0	0	172	266	0	7
6	3	3	0	1	0	5995.96	178	267	0	7
6	0	0	0	0	0	0	172	268	0	7
6	4	3	0	1	0	5995.96	178	269	0	7
6	0	0	0	0	0	0	172	270	0	7
6	2	3	0	1	0	5995.96	178	271	0	7
6	0	0	0	0	0	0	172	272	0	7
6	3	1	1	0	0	47967.7	178	273	0	7
6	0	0	0	0	0	0	172	274	0	7
6	2	4	0	1	0	47967.7	178	275	0	7
6	0	0	0	0	0	0	172	276	0	7
6	3	4	0	1	0	47967.7	178	277	0	7
6	0	0	0	0	0	0	172	278	0	7
6	3	2	0	1	0	5995.96	178	279	0	7
6	0	0	0	0	0	0	172	280	0	7
6	3	4	0	1	0	5995.96	178	281	0	7
6	0	0	0	0	0	0	172	282	0	7
6	2	3	0	0	0	5995.96	178	283	0	7
6	0	0	0	0	0	0	172	284	0	7
6	3	3	0	1	0	47967.7	178	285	0	7
6	0	0	0	0	0	0	172	286	0	7
6	3	3	0	1	0	47967.7	178	287	0	7
6	0	0	0	0	0	0	172	288	0	7
6	5	1	1	1	0	47967.7	178	289	0	7
6	0	0	0	0	0	0	172	290	0	7
6	2	1	1	0	0	5995.96	178	291	0	7
6	0	0	0	0	0	0	172	292	0	7
6	3	4	0	1	0	5995.96	178	293	0	7
6	0	0	0	0	0	0	172	294	0	7
6	2	4	0	1	0	1776.58	178	295	0	7
6	0	0	0	0	0	0	172	296	0	7
6	5	1	0	1	0	47967.7	178	297	0	7
6	0	0	0	0	0	0	172	298	0	7
6	4	1	1	1	0	47967.7	178	299	0	7
6	0	0	0	0	0	0	172	300	0	7
6	4	0	0	1	0	5995.96	178	301	0	7
6	0	0	0	0	0	0	172	302	0	7
6	2	4	0	0	0	5995.96	178	303	0	7
6	0	0	0	0	0	0	172	304	0	7
6	2	3	0	1	0	1776.58	178	305	0	7
6	0	0	0	0	0	0	172	306	0	7
6	5	2	0	1	0	47967.7	178	307	0	7
6	0	0	0	0	0	0	172	308	0	7
6	4	0	0	1	0	47967.7	178	309	0	7
6	0	0	0	0	0	0	172	310	0	7
6	3	2	0	0	0	5995.96	178	311	0	7
6	0	0	0	0	0	0	172	312	0	7
6	2	4	0	1	0	5995.96	178	313	0	7
6	0	0	0	0	0	0	172	314	0	7
6	2	4	0	1	0	47967.7	178	315	0	7
6	0	0	0	0	0	0	172	316	0	7
6	4	1	1	1	0	47967.7	178	317	0	7
6	0	0	0	0	0	0	172	318	0	7
6	4	1	1	0	0	47967.7	178	319	0	7
6	0	0	0	0	0	0	172	320	0	7
6	3	2	0	1	0	47967.7	178	321	0	7
6	0	0	0	0	0	0	172	322	0	7
6	2	3	0	1	0	5995.96	178	323	0	7
6	0	0	0	0	0	0	172	324	0	7
6	5	1	0	1	0	47967.7	178	325	0	7
6	0	0	0	0	0	0	172	326	0	7
6	2	2	1	0	0	47967.7	178	327	0	7
6	0	0	0	0	0	0	172	328	0	7
6	3	3	0	1	0	47967.7	178	329	0	7
6	0	0	0	0	0	0	172	330	0	7
6	3	2	0	1	0	47967.7	178	331	0	7
6	0	0	0	0	0	0	172	332	0	7
6	1	4	0	1	0	5995.96	178	333	0	7
6	0	0	0	0	0	0	172	334	0	7
6	1	5	0	1	0	47967.7	178	335	0	7
6	0	0	0	0	0	0	172	336	0	7
6	2	5	0	1	0	47967.7	178	337	0	7
6	0	0	0	0	0	0	172	338	0	7
6	7	0	0	1	0	47967.7	178	339	0	7
6	0	0	0	0	0	0	172	340	0	7
6	4	0	0	0	0	47967.7	178	341	0	7
6	0	0	0	0	0	0	172	342	0	7
6	3	3	0	1	0	47967.7	178	343	0	7
6	0	0	0	0	0	0	172	344	0	7
6	1	4	0	1	0	5995.96	178	345	0	7
6	0	0	0	0	0	0	172	346	0	7
6	1	5	0	1	0	1776.58	178	347	0	7
6	0	0	0	0	0	0	172	348	0	7
6	3	3	0	1	0	47967.7	178	349	0	7
6	0	0	0	0	0	0	172	350	0	7
6	4	3	0	1	0	47967.7	178	351	0	7
6	0	0	0	0	0	0	172	352	0	7
6	4	1	1	0	0	47967.7	178	353	0	7
6	0	0	0	0	0	0	172	354	0	7
6	4	2	0	1	0	47967.7	178	355	0	7
6	0	0	0	0	0	0	172	356	0	7
6	2	1	0	1	0	1776.58	178	357	0	7
6	0	0	0	0	0	0	172	358	0	7
6	2	4	1	1	0	47967.7	178	359	0	7
6	0	0	0	0	0	0	172	360	0	7
6	2	3	1	1	0	47967.7	178	361	0	7
6	0	0	0	0	0	0	172	362	0	7
6	4	2	0	1	0	5995.96	178	363	0	7
6	0	0	0	0	0	0	172	364	0	7
6	5	1	0	0	0	47967.7	178	365	0	7
6	0	0	0	0	0	0	172	366	0	7
6	3	2	0	1	0	47967.7	178	367	0	7
6	0	0	0	0	0	0	172	368	0	7
6	1	4	0	1	0	47967.7	178	369	0	7
6	0	0	0	0	0	0	172	370	0	7
6	2	4	0	1	0	47967.7	178	371	0	7
6	0	0	0	0	0	0	172	372	0	7
6	3	3	0	1	0	5995.96	178	373	0	7
6	0	0	0	0	0	0	172	374	0	7
6	4	2	0	1	0	5995.96	178	375	0	7
6	0	0	0	0	0	0	172	376	0	7
6	4	1	0	0	0	47967.7	178	377	0	7
6	0	0	0	0	0	0	172	378	0	7
6	2	4	0	1	0	47967.7	178	379	0	7
6	0	0	0	0	0	0	172	380	0	7
6	2	3	0	1	0	1776.58	178	381	0	7
6	0	0	0	0	0	0	172	382	0	7
6	4	3	0	1	0	47967.7	178	383	0	7
6	0	0	0	0	0	0	172	384	0	7
6	3	2	0	1	0	47967.7	178	385	0	7
6	0	0	0	0	0	0	172	386	0	7
6	2	4	0	1	0	5995.96	178	387	0	7
6	0	0	0	0	0	0	172	388	0	7
6	2	4	0	0	0	47967.7	178	389	0	7
6	0	0	0	0	0	0	172	390	0	7
6	3	4	0	1	0	47967.7	178	391	0	7
6	0	0	0	0	0	0	172	392	0	7
6	4	2	0	1	0	5995.96	178	393	0	7
6	0	0	0	0	0	0	172	394	0	7
6	5	0	0	1	0	47967.7	178	395	0	7
6	0	0	0	0	0	0	172	396	0	7
6	5	2	0	0	0	47967.7	178	397	0	7
6	0	0	0	0	0	0	172	398	0	7
6	3	1	0	1	0	47967.7	178	399	0	7
6	0	0	0	0	0	0	172	400	0	7
6	2	3	0	1	0	749.495	178	401	0	7
6	0	0	0	0	0	0	172	402	0	7
6	3	4	0	1	0	1776.58	178	403	0	7
6	0	0	0	0	0	0	172	404	0	7
6	4	1	0	0	0	47967.7	178	405	0	7
6	0	0	0	0	0	0	172	406	0	7
6	3	3	0	1	0	47967.7	178	407	0	7
6	0	0	0	0	0	0	172	408	0	7
6	2	4	0	1	0	47967.7	178	409	0	7
6	0	0	0	0	0	0	172	410	0	7
6	2	3	0	1	0	5995.96	178	411	0	7
6	0	0	0	0	0	0	172	412	0	7
6	4	3	0	1	0	47967.7	178	413	0	7
6	0	0	0	0	0	0	172	414	0	7
6	6	1	0	1	0	47967.7	178	415	0	7
6	0	0	0	0	0	0	172	416	0	7
6	3	1	0	0	0	47967.7	178	417	0	7
6	0	0	0	0	0	0	172	418	0	7
6	3	3	0	1	0	47967.7	178	419	0	7
6	0	0	0	0	0	0	172	420	0	7
6	3	3	0	1	0	1776.58	178	421	0	7
6	0	0	0	0	0	0	172	422	0	7
6	4	2	0	1	0	5995.96	178	423	0	7
6	0	0	0	0	0	0	172	424	0	7
6	4	2	0	1	0	47967.7	178	425	0	7
6	0	0	0	0	0	0	172	426	0	7
6	4	2	0	1	0	47967.7	178	427	0	7
6	0	0	0	0	0	0	172	428	0	7
6	1	3	0	1	0	47967.7	178	429	0	7
6	0	0	0	0	0	0	172	430	0	7
6	0	5	1	1	0	0	178	431	0	7
6	0	0	0	0	0	0	172	432	0	7
6	3	4	0	1	0	1776.58	178	433	0	7
6	0	0	0	0	0	0	172	434	0	7
6	4	1	0	0	0	47967.7	178	435	0	7
6	0	0	0	0	0	0	172	436	0	7
6	2	3	0	1	0	47967.7	178	437	0	7
6	0	0	0	0	0	0	172	438	0	7
6	2	4	0	1	0	47967.7	178	439	0	7
6	0	0	0	0	0	0	172	440	0	7
6	1	5	0	1	0	47967.7	178	441	0	7
6	0	0	0	0	0	0	172	442	0	7
6	1	4	1	1	0	1776.58	178	443	0	7
6	0	0	0	0	0	0	172	444	0	7
6	2	4	0	1	0	5995.96	178	445	0	7
6	0	0	0	0	0	0	172	446	0	7
6	5	1	0	0	0	47967.7	178	447	0	7
6	0	0	0	0	0	0	172	448	0	7
6	4	2	0	1	0	47967.7	178	449	0	7
6	0	0	0	0	0	0	172	450	0	7
6	4	3	0	1	0	47967.7	178	451	0	7
6	0	0	0	0	0	0	172	452	0	7
6	2	1	1	1	0	1776.58	178	453	0	7
6	0	0	0	0	0	0	172	454	0	7
6	0	5	0	1	0	0	178	455	0	7
6	0	0	0	0	0	0	172	456	0	7
6	1	6	0	0	0	5995.96	178	457	0	7
6	0	0	0	0	0	0	172	458	0	7
6	3	4	0	1	0	5995.96	178	459	0	7
6	0	0	0	0	0	0	172	460	0	7
6	5	1	0	1	0	47967.7	178	461	0	7
6	0	0	0	0	0	0	172	462	0	7
6	0	1	1	1	0	0	178	463	0	7
6	0	0	0	0	0	0	172	464	0	7
6	1	6	0	0	0	1776.58	178	465	0	7
6	0	0	0	0	0	0	172	466	0	7
6	1	5	0	1	0	5995.96	178	467	0	7
6	0	0	0	0	0	0	172	468	0	7
6	3	4	0	1	0	5995.96	178	469	0	7
6	0	0	0	0	0	0	172	470	0	7
6	3	2	0	1	0	47967.7	178	471	0	7
6	0	0	0	0	0	0	172	472	0	7
6	4	2	0	1	0	47967.7	178	473	0	7
6	0	0	0	0	0	0	172	474	0	7
6	2	3	0	1	0	47967.7	178	475	0	7
6	0	0	0	0	0	0	172	476	0	7
6	2	3	0	0	0	5995.96	178	477	0	7
6	0	0	0	0	0	0	172	478	0	7
6	4	3	0	1	0	47967.7	178	479	0	7
6	0	0	0	0	0	0	172	480	0	7
6	5	2	0	1	0	47967.7	178	481	0	7
6	0	0	0	0	0	0	172	482	0	7
6	3	2	0	1	0	47967.7	178	483	0	7
6	0	0	0	0	0	0	172	484	0	7
6	2	3	0	1	0	5995.96	178	485	0	7
6	0	0	0	0	0	0	172	486	0	7
6	2	4	0	1	0	1776.58	178	487	0	7
6	0	0	0	0	0	0	172	488	0	7
6	4	2	1	0	0	47967.7	178	489	0	7
6	0	0	0	0	0	0	172	490	0	7
6	6	1	0	1	0	47967.7	178	491	0	7
6	0	0	0	0	0	0	172	492	0	7
6	4	0	0	1	0	47967.7	178	493	0	7
6	0	0	0	0	0	0	172	494	0	7
6	4	2	0	1	0	47967.7	178	495	0	7
6	0	0	0	0	0	0	172	496	0	7
6	2	3	0	0	0	47967.7	178	497	0	7
6	0	0	0	0	0	0	172	498	0	7
6	5	2	0	1	0	47967.7	178	499	0	7
6	0	0	0	0	0	0	172	500	0	7
6	3	2	0	1	0	47967.7	178	501	1	7
6	0	0	0	0	0	0	172	502	0	7
6	4	3	0	1	0	47967.7	178	503	1	7
6	0	0	0	0	0	0	172	504	0	7
6	4	2	0	1	0	47967.7	178	505	1	7
6	0	0	0	0	0	0	172	506	0	7
6	1	3	0	1	0	47967.7	178	507	1	7
6	0	0	0	0	0	0	172	508	0	7
6	3	3	1	1	0	47967.7	178	509	1	7
6	0	0	0	0	0	0	172	510	0	7
6	5	5	0	0	0	47967.7	178	511	1	7
6	0	0	0	0	0	0	172	512	0	7
6	3	4	0	1	0	47967.7	178	513	1	7
6	0	0	0	0	0	0	172	514	0	7
6	1	5	0	1	0	47967.7	178	515	1	7
6	0	0	0	0	0	0	172	516	0	7
6	2	8	0	1	0	47967.7	178	517	1	7
6	0	0	0	0	0	0	172	518	0	7
6	3	7	0	1	0	5995.96	178	519	1	7
6	0	0	0	0	0	0	172	520	0	7
6	2	8	0	1	0	1776.58	178	521	1	7
6	0	0	0	0	0	0	172	522	0	7
6	2	4	1	0	0	47967.7	178	523	1	7
6	0	0	0	0	0	0	172	524	0	7
6	4	8	0	1	0	47967.7	178	525	1	7
6	0	0	0	0	0	0	172	526	0	7
6	3	6	0	1	0	5995.96	178	527	1	7
6	0	0	0	0	0	0	172	528	0	7
6	2	6	0	1	0	5995.96	178	529	1	7
6	0	0	0	0	0	0	172	530	0	7
6	2	8	0	1	0	5995.96	178	531	1	7
6	0	0	0	0	0	0	172	532	0	7
6	6	7	0	0	0	47967.7	178	533	1	7
6	0	0	0	0	0	0	172	534	0	7
6	3	5	0	1	0	47967.7	178	535	1	7
6	0	0	0	0	0	0	172	536	0	7
6	2	6	0	1	0	1776.58	178	537	1	7
6	0	0	0	0	0	0	172	538	0	7
6	2	7	1	1	0	47967.7	178	539	1	7
6	0	0	0	0	0	0	172	540	0	7
6	4	8	0	1	0	47967.7	178	541	1	7
6	0	0	0	0	0	0	172	542	0	7
6	4	7	0	0	0	47967.7	178	543	1	7
6	0	0	0	0	0	0	172	544	0	7
6	3	6	0	1	0	47967.7	178	545	1	7
6	0	0	0	0	0	0	172	546	0	7
6	0	5	0	1	0	0	178	547	1	7
6	0	0	0	0	0	0	172	548	0	7
6	3	8	0	1	0	47967.7	178	549	1	7
6	0	0	0	0	0	0	172	550	0	7
6	2	5	0	1	0	1776.58	178	551	1	7
6	0	0	0	0	0	0	172	552	0	7
6	1	8	1	1	0	5995.96	178	553	1	7
6	0	0	0	0	0	0	172	554	0	7
6	4	7	1	1	0	47967.7	178	555	1	7
6	0	0	0	0	0	0	172	556	0	7
6	3	6	0	0	0	47967.7	178	557	1	7
6	0	0	0	0	0	0	172	558	0	7
6	2	7	0	1	0	47967.7	178	559	1	7
6	0	0	0	0	0	0	172	560	0	7
6	2	7	2	1	0	47967.7	178	561	1	7
6	0	0	0	0	0	0	172	562	0	7
6	2	7	0	1	0	47967.7	178	563	1	7
6	0	0	0	0	0	0	172	564	0	7
6	2	6	1	1	0	47967.7	178	565	1	7
6	0	0	0	0	0	0	172	566	0	7
6	1	8	0	0	0	47967.7	178	567	1	7
6	0	0	0	0	0	0	172	568	0	7
6	1	11	0	1	0	47967.7	178	569	1	7
6	0	0	0	0	0	0	172	570	0	7
6	1	10	2	1	0	47967.7	178	571	1	7
6	0	0	0	0	0	0	172	572	0	7
6	0	4	0	1	0	0	178	573	1	7
6	0	0	0	0	0	0	172	574	0	7
6	0	8	0	1	0	0	178	575	1	7
6	0	0	0	0	0	0	172	576	0	7
6	0	7	2	0	0	0	178	577	1	7
6	0	0	0	0	0	0	172	578	0	7
6	0	10	0	1	0	0	178	579	1	7
6	0	0	0	0	0	0	172	580	0	7
6	0	8	0	1	0	0	178	581	1	7
6	0	0	0	0	0	0	172	582	0	7
6	0	10	0	1	0	0	178	583	1	7
6	0	0	0	0	0	0	172	584	0	7
6	1	10	0	1	0	738.512	178	585	1	7
6	0	0	0	0	0	0	172	586	0	7
6	1	10	0	0	0	23.352	178	587	1	7
6	0	0	0	0	0	0	172	588	0	7
6	0	11	0	1	0	0	178	589	1	7
